NAME,SPECS,PRICE,RATING
"Honor 9N (Midnight Black, 128 GB)","4 GB RAM , 128 GB ROM , Expandable Upto 256 GB14.83 cm (5.84 inches) Display13MP + 2MP , 16MP Front Camera3000 mAh BatteryKirin 659 Octa Core Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",10999,4
"Honor 9N (Sapphire Blue, 128 GB)","4 GB RAM , 128 GB ROM , Expandable Upto 256 GB14.83 cm (5.84 inches) Display13MP + 2MP , 16MP Front Camera3000 mAh BatteryKirin 659 Octa Core ProcessorFull View Display with Notch12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",10999,4.3
"Honor 9i (Graphite Black, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 128 GB14.99 cm (5.9 inch) Full HD+ Display16MP + 2MP , 13MP + 2MP Dual Front Camera3340 mAh BatteryHuawei Kirin 659 Octa Core Clocked up to 2.36 GHz Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",8999,4
"Huawei P9 (Titanium Grey, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 128 GB13.21 cm (5.2 inch) Full HD Display12MP + 12MP , 8MP Front Camera3000 mAh BatteryHUAWEI Kirin 955 ARM Cortex-A72 64-bit + ARM Cortex-A53 64-bit ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",39999,4
"Huawei P9 (Mystic Silver, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 128 GB13.21 cm (5.2 inch) Full HD Display12MP + 12MP , 8MP Front Camera3000 mAh BatteryHUAWEI Kirin 955 ARM Cortex-A72 64-bit + ARM Cortex-A53 64-bit ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",39999,4.3
"Huawei Nova 3i (Black, 128 GB)","4 GB RAM , 128 GB ROM ,16.0 cm (6.3 inch) Display16MP Rear Camera3340 mAh Battery1 Year Warranty",17190,4
"Honor 9i (Aurora Blue, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 128 GB14.99 cm (5.9 inch) Full HD+ Display16MP + 2MP , 13MP + 2MP Dual Front Camera3340 mAh BatteryHuawei Kirin 659 Octa Core Clocked up to 2.36 GHz Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",8999,4
"Honor 8X (Red, 64 GB)","4 GB RAM , 64 GB ROM ,16.51 cm (6.5 inch) Display20MP Rear Camera3750 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",13990,4.3
"Honor Holly 3 (Gold, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 128 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera , 8MP Front Camera3000 mAh Li-Polymer BatteryHuawei Kirin 620 Octa Core 1.2GHz Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",6999,4.3
"Honor Holly 3 (Black, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 128 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera , 8MP Front Camera3000 mAh Li-Polymer BatteryHuawei Kirin 620 Octa Core 1.2GHz Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",6499,4.3
"Honor 9N (Robin Egg Blue, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB14.83 cm (5.84 inches) Display13MP + 2MP , 16MP Front Camera3000 mAh BatteryKirin 659 Octa Core Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",14500,4
"Honor 9N (Robin Egg Blue, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB14.83 cm (5.84 inches) Display13MP + 2MP , 16MP Front Camera3000 mAh BatteryKirin 659 Octa Core Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",12500,4
"Honor Bee 4G (White, 8 GB)","1 GB RAM , 8 GB ROM , Expandable Upto 32 GB12.7 cm (5 inch) HD Display8MP Rear Camera , 2MP Front Camera2200 mAh BatteryCortex-A53 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",6899,4.3
"Honor 9N (Purple, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB14.83 cm (5.84 inches) Display13MP + 2MP , 16MP Front Camera3000 mAh BatteryKirin 659 Octa Core Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",8999,4
"Honor Play (Navy Blue, 64 GB)","6 GB RAM , 64 GB ROM ,16.0 cm (6.3 inch) Full HD+ Display16MP + 2MP , 16MP Front Camera3750 mAh BatteryKirin 970 AI Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",15999,4.3
"Honor 8x (Black, 64 GB)","4 GB RAM , 64 GB ROM ,16.51 cm (6.5 inch) FHD+ Display20MP + 2MP , 16MP Front Camera3750 mAh BatteryKirin 710 Processor1 year manufactuer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",12999,4
"Huawei Ascend G610 (White, 4 GB)","1 GB RAM , 4 GB ROM , Expandable Upto 32 GB12.7 cm (5 inch) quarter HD Display5MP Rear Camera , 0.3MP Front Camera2150 mAh Battery1 Year for Mobile & 6 Months for Accessories",12999,4
"Honor 8 Pro (Navy Blue, 128 GB)","6 GB RAM , 128 GB ROM , Expandable Upto 128 GB14.48 cm (5.7 inch) Quad HD Display12MP + 12MP , 8MP Front Camera4000 mAh BatteryKirin 960 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",29999,4.3
"Honor 9i (Prestige Gold, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 128 GB14.99 cm (5.9 inch) Full HD+ Display16MP + 2MP , 13MP + 2MP Dual Front Camera3340 mAh BatteryHuawei Kirin 659 Octa Core Clocked up to 2.36 GHz Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",8999,4
"Honor Holly 3 (White, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 128 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera , 8MP Front Camera3000 mAh Li-Polymer BatteryHuawei Kirin 620 Octa Core 1.2GHz Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",7499,3
"Honor Holly 3 (Black, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 128 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera , 8MP Front Camera3000 mAh Li-Polymer BatteryHuawei Kirin 620 Octa Core 1.2GHz Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",7499,4.3
"Honor Bee 2 (Black, 8 GB)","1 GB RAM , 8 GB ROM , Expandable Upto 32 GB11.43 cm (4.5 inch) FWVGA Display5MP Rear Camera , 2MP Front Camera2100 mAh BatteryCortex-A53 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4199,3
"Honor Bee 2 (White, 8 GB)","1 GB RAM , 8 GB ROM , Expandable Upto 32 GB11.43 cm (4.5 inch) FWVGA Display5MP Rear Camera , 2MP Front Camera2100 mAh BatteryCortex-A53 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4199,3
"Honor 6X (Silver, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display12MP + 2MP , 8MP Front Camera3340 mAh BatteryKirin 655 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",13999,4.3
"Honor 6X (Grey, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display12MP + 2MP , 8MP Front Camera3340 mAh BatteryKirin 655 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",11999,4
"Honor 6X (Gold, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display12MP + 2MP , 8MP Front Camera3340 mAh BatteryKirin 655 Processor15 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",13999,4
"Nexus 6P (Grey, 32 GB)","3 GB RAM , 32 GB ROM ,14.48 cm (5.7 inch) Quad HD Display12.3MP Rear Camera , 8MP Front Camera3450 mAh Li-Polymer BatteryQualcomm Snapdragon 810 v2.1 64-bit ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",39999,4.3
"Huawei Honor 8 (Sakura Pink, 32 GB)","4 GB RAM , 32 GB ROM , Expandable Upto 128 GB13.21 cm (5.2 inch) Display12MP Rear Camera , 8MP Front Camera3000 mAh BatteryHisilicon Kirin 950 - ARM Cortex A72 + ARM Cortex A53 Processor90 days phone replacement warranty By The Brand",12999,4
"Huawei Ascend P6 (White, 8 GB)","2 GB RAM , 8 GB ROM , Expandable Upto 32 GB11.94 cm (4.7 inch) HD Display8MP Rear Camera , 5MP Front Camera2000 mAh Battery1 Year for Mobile & 6 Months for Accessories",9999,4
"Honor 6X (Gold, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display12MP + 2MP , 8MP Front Camera3340 mAh BatteryKirin 655 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",11999,4.3
"Honor 6X (Silver, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display12MP + 2MP , 8MP Front Camera3340 mAh BatteryKirin 655 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",11999,4
"Honor Bee 4G (Black, 8 GB)","1 GB RAM , 8 GB ROM , Expandable Upto 32 GB12.7 cm (5 inch) HD Display8MP Rear Camera2200 mAh BatteryCortex-A53 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",3990,3
"Honor 7S (Blue, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 256 GB13.84 cm (5.45 inch) Display13MP Rear Camera , 5MP Front Camera3020 mAh BatteryMediatek MT6739 Cortex A53 Processor12 Months on Handset, 6 Months on Battery, 6 Months on Charger & 3 Months on Data Cable",5499,4.3
"Honor 9 Lite (Sapphire Blue, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB14.35 cm (5.65 inch) FHD+ Display13MP + 2MP , 13MP + 2MP Dual Front Camera3000 mAh BatteryKirin 659 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",7999,4
"Honor 9 Lite (Midnight Black, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB14.35 cm (5.65 inch) FHD+ Display13MP + 2MP , 13MP + 2MP Dual Front Camera3000 mAh BatteryKirin 659 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",8999,4
"Honor 9 Lite (Glacier Grey, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB14.35 cm (5.65 inch) FHD+ Display13MP + 2MP , 13MP + 2MP Dual Front Camera3000 mAh BatteryKirin 659 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",9999,4.3
"Honor 10 Lite (Sapphire Blue, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 512 GB15.77 cm (6.21 inch) FHD+ Display13MP + 2MP , 24MP Front Camera3400 mAh Lithium Polymer BatteryKirin 710 2.2GHz Octa Core ProcessorBrand Warranty of 1 Year Available for Mobile, 6 Months for Battery and Charger, 3 Months for Data Cable",11999,4
"Honor 10 Lite (Midnight Black, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 512 GB15.77 cm (6.21 inch) FHD+ Display13MP + 2MP , 24MP Front Camera3400 mAh Lithium Polymer BatteryKirin 710 2.2GHz Octa Core ProcessorBrand Warranty of 1 Year Available for Mobile, 6 Months for Battery and Charger, 3 Months for Data Cable",11999,4.3
"Honor 10 Lite (Sky Blue, 64 GB)","6 GB RAM , 64 GB ROM , Expandable Upto 512 GB15.77 cm (6.21 inch) FHD+ Display13MP + 2MP , 24MP Front Camera3400 mAh Lithium Polymer BatteryKirin 710 2.2GHz Octa Core ProcessorBrand Warranty of 1 Year Available for Mobile, 6 Months for Battery and Charger, 3 Months for Data Cable",15999,4
"Honor 10 Lite (Sapphire Blue, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 512 GB15.77 cm (6.21 inch) FHD+ Display13MP + 2MP , 24MP Front Camera3400 mAh Lithium Polymer BatteryKirin 710 2.2GHz Octa Core ProcessorBrand Warranty of 1 Year Available for Mobile, 6 Months for Battery and Charger, 3 Months for Data Cable",9999,4
"Honor 10 Lite (Midnight Black, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 512 GB15.77 cm (6.21 inch) FHD+ Display13MP + 2MP , 24MP Front Camera3400 mAh Lithium Polymer BatteryKirin 710 2.2GHz Octa Core ProcessorBrand Warranty of 1 Year Available for Mobile, 6 Months for Battery and Charger, 3 Months for Data Cable",9999,4
"Honor 7C (Gold, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.21 cm (5.99 inch) Display13MP + 2MP , 8MP Front Camera3000 mAh BatteryQualcomm SDM450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",9499,4.3
"Honor 5X (Gold, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera , 5MP Front Camera3000 mAh Li-Polymer Battery0 QualcommÂ Snapdragon 616 MSM8939V2 Octa Core 1.5GHz Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",11900,4
"Honor Bee 2 (Gold, 8 GB)","1 GB RAM , 8 GB ROM ,11.43 cm (4.5 inch) Display5MP Rear Camera2100 mAh Battery12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",6499,3
"Honor Bee 4G (Gold, 8 GB)","1 GB RAM , 8 GB ROM , Expandable Upto 32 GB12.7 cm (5 inch) Display8MP Rear Camera , 2MP Front Camera2200 mAh BatteryCortex-A53 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",7100,4.3
"Honor Holly 2 Plus (Gold, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 128 GB12.7 cm (5 inch) HD Display13MP Rear Camera , 5MP Front Camera4000 mAh Li-Polymer BatteryARM Cortex-A53 MTK MT6735P Quad Core 1.3GHz Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",8999,4.3
Honor 8,"4 GB RAM , 32 GB ROM , Expandable Upto 128 GB13.21 cm (5.2 inch) Full HD Display12MP + 12MP , 8MP Front Camera3000 mAh Li-Polymer BatteryARM Hisilicon Kirin 950 - ARM Cortex A72 + ARM Cortex A53 Octa Core 2.3GHz Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",17999,4
"Honor 5X (Silver, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera , 5MP Front Camera3000 mAh Li-Polymer BatteryQualcomm Snapdragon 616 MSM8939V2 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",8999,4
"Honor 7C (Blue, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.21 cm (5.99 inch) Display13MP + 2MP , 8MP Front Camera3000 mAh BatteryQualcomm SDM450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",8599,4.3
"Honor 20i (Midnight Black, 128 GB)","4 GB RAM , 128 GB ROM , Expandable Upto 512 GB15.77 cm (6.21 inch) FHD+ Display24MP + 8MP + 2MP , 32MP Front Camera3400 mAh BatteryHiSilicon Kirin 710 ProcessorBrand Warranty of 1 Year Available for Mobile, 6 Months for Battery, 3 Months for Adapter and Data Cable",14999,4
"Honor 20i (Phantom Blue, 128 GB)","4 GB RAM , 128 GB ROM , Expandable Upto 512 GB15.77 cm (6.21 inch) FHD+ Display24MP + 8MP + 2MP , 32MP Front Camera3400 mAh BatteryHiSilicon Kirin 710 ProcessorBrand Warranty of 1 Year Available for Mobile, 6 Months for Battery, 3 Months for Adapter and Data Cable",14999,4.3
"Honor 7X (Black, 32 GB)","4 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.06 cm (5.93 inch) Full HD+ Display16MP + 2MP , 8MP Front Camera3340 mAH Lithium-polymer BatteryKirin 659 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",12722,4
"Honor 8C (Blue, 32 GB)","4 GB RAM , 32 GB ROM ,15.9 cm (6.26 inch) Display13MP Rear Camera , 8MP Front Camera4000 mAh Battery1 Year Manufacturing Warranty",8999,4.3
"Honor 8C (Black, 32 GB)","4 GB RAM , 32 GB ROM ,15.9 cm (6.26 inch) Display13MP Rear Camera , 8MP Front Camera4000 mAh Battery1 Year Manufacturing Warranty",8999,4
"Honor Play (Midnight Black, 64 GB)","6 GB RAM , 64 GB ROM ,16.0 cm (6.3 inch) Full HD+ Display16MP + 2MP , 16MP Front Camera3750 mAh BatteryKirin 970 AI Processor1 Year Warranty",15999,4.3
"Honor 9 Lite (Sapphire Blue, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB14.35 cm (5.65 inch) FHD+ Display13MP + 2MP , 13MP + 2MP Dual Front Camera3000 mAh BatteryKirin 659 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",10901,4
"Honor Holly 4 Plus (Grey, 32 GB)","3 GB RAM , 32 GB ROM ,13.97 cm (5.5 inch) HD Display12MP Rear Camera , 8MP Front Camera4000 mAh Battery12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",9299,4.3
"Honor 7C (Black, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.21 cm (5.99 inch) Display13MP + 2MP , 8MP Front Camera3000 mAh BatteryQualcomm SDM450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",9999,4.5
Honor 8,"4 GB RAM , 32 GB ROM , Expandable Upto 128 GB13.21 cm (5.2 inch) Full HD Display12MP + 12MP , 8MP Front Camera3000 mAh Li-Polymer BatteryARM Hisilicon Kirin 950 - ARM Cortex A72 + ARM Cortex A53 Octa Core 2.3GHz ProcessorBrand Warranty of 1 Year Available for Mobile, 6 Months for Battery and Charger, 3 Months for Data Cable",17999,4.3
Honor 8,"4 GB RAM , 32 GB ROM , Expandable Upto 128 GB13.21 cm (5.2 inch) Full HD Display12MP + 12MP , 8MP Front Camera3000 mAh Li-Polymer BatteryARM Hisilicon Kirin 950 - ARM Cortex A72 + ARM Cortex A53 Octa Core 2.3GHz Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",17999,4
"Honor Holly (Black/White, 16 GB)","1 GB RAM , 16 GB ROM , Expandable Upto 32 GB12.7 cm (5 inch) HD Display8MP Rear Camera , 2MP Front Camera2000 mAh Li-Polymer BatteryMT6582 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",5999,4.5
"Honor 7C (Gold, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.21 cm (5.99 inch) Display13MP + 2MP , 8MP Front Camera3000 mAh BatteryQualcomm SDM450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",8649,4
"Honor 20 (Midnight Black, 128 GB)","6 GB RAM , 128 GB ROM ,15.9 cm (6.26 inch) Display48MP + 16MP + 2MP + 2MP , 32MP Front Camera3750 mAh BatteryHiSilicon Kirin 980 ProcessorBrand Warranty of 1 Year Available for Mobile, 6 Months for Battery, 3 Months for Adapter and Data Cable",32999,0
"Honor 20 (Sapphire Blue, 128 GB)","6 GB RAM , 128 GB ROM ,15.9 cm (6.26 inch) Display48MP + 16MP + 2MP + 2MP , 32MP Front Camera3750 mAh BatteryHiSilicon Kirin 980 ProcessorBrand Warranty of 1 Year Available for Mobile, 6 Months for Battery, 3 Months for Adapter and Data Cable",32999,0
"Honor 8 Lite (Blue, 64 GB)","4 GB RAM , 64 GB ROM ,13.21 cm (5.2 inch) Display12MP Rear Camera3000 mAh Battery12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",12632,4
"Honor 5X (Grey, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera , 5MP Front Camera3000 mAh Li-Polymer BatteryQualcomm Snapdragon 616 MSM8939V2 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",12999,4.5
"Honor Holly 2 Plus (White, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 128 GB12.7 cm (5 inch) HD Display13MP Rear Camera , 5MP Front Camera4000 mAh Li-Polymer BatteryARM Cortex-A53 MTK MT6735P Quad Core 1.3GHz Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",8499,4.5
"Honor 4X (Gold, 8 GB)","2 GB RAM , 8 GB ROM , Expandable Upto 32 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera , 5MP Front Camera3000 mAh BatteryQualcomm Snapdragon 410 MSM8916 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",10499,4
"Honor 4X (White, 8 GB)","2 GB RAM , 8 GB ROM , Expandable Upto 32 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera , 5MP Front Camera3000 mAh BatteryQualcomm Snapdragon 410 MSM8916 64-bit Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",9999,4
"Honor 4X (Black, 8 GB)","2 GB RAM , 8 GB ROM , Expandable Upto 32 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera , 5MP Front Camera3000 mAh BatteryQualcomm Snapdragon 410 MSM8916 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",9999,4
"Honor 4C (White, 8 GB)","2 GB RAM , 8 GB ROM , Expandable Upto 32 GB12.7 cm (5 inch) HD Display13MP Rear Camera , 5MP Front Camera2550 mAh BatteryKirin 620 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",8999,4.5
"Honor 4C (Black, 8 GB)","2 GB RAM , 8 GB ROM , Expandable Upto 32 GB12.7 cm (5 inch) HD Display13MP Rear Camera , 5MP Front Camera2550 mAh BatteryKirin 620 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",8999,4.5
"Honor 5C (Silver, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 128 GB13.21 cm (5.2 inch) Full HD Display13MP Rear Camera , 8MP Front Camera3000 mAh Li-Polymer BatteryKirin650 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",8999,4
"Honor 4C (Gold, 8 GB)","2 GB RAM , 8 GB ROM , Expandable Upto 32 GB12.7 cm (5 inch) HD Display13MP Rear Camera , 5MP Front Camera2550 mAh BatteryKirin 620 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",9499,4.5
"Honor View 10 (Midnight Black, 128 GB)","6 GB RAM , 128 GB ROM ,15.21 cm (5.99 inch) Display20MP Rear Camera3750 mAh Battery1 Year Manufacturer Warranty",27299,4
"Honor 7S (Gold, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 256 GB13.84 cm (5.45 inch) Display13MP Rear Camera , 5MP Front Camera3020 mAh BatteryMediatek MT6739 Cortex A53 Processor12 Months on Handset, 6 Months on Battery, 6 Months on Charger & 3 Months on Data Cable",5499,4
"Honor 6 (White, 16 GB)","3 GB RAM , 16 GB ROM , Expandable Upto 64 GB12.7 cm (5 inch) Full HD Display13MP Rear Camera , 5MP Front Camera3000 mAh BatteryKirin 920 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",14999,4.5
"Honor Bee (Black and White, 8 GB)","1 GB RAM , 8 GB ROM , Expandable Upto 32 GB11.43 cm (4.5 inch) FWVGA Display8MP Rear Camera , 2MP Front Camera1730 mAh BatterySpreadtrum SC7731 Cortex-A7 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4999,3
"Honor Bee (Black, 8 GB)","1 GB RAM , 8 GB ROM , Expandable Upto 32 GB11.43 cm (4.5 inch) FWVGA Display8MP Rear Camera , 2MP Front Camera1730 mAh BatterySpreadtrum SC7731 Cortex-A7 Quad Core 1.2GHz Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4999,3
"Honor View 20 (Black, 128 GB)","6 GB RAM , 128 GB ROM ,16.26 cm (6.4 inch) Display48MP Rear Camera4000 mAh Battery1 Year Warranty",31990,4.5
"Honor 4X Limited Version (Black, 8 GB)","2 GB RAM , 8 GB ROM , Expandable Upto 32 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera , 5MP Front Camera3000 mAh BatteryQualcomm Snapdragon 410 MSM8916 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",5999,4
,,12000,4.5
"Lenovo A5 (Black, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 256 GB13.84 cm (5.45 inch) HD+ Display13MP Rear Camera , 8MP Front Camera4000 mAh BatteryMediaTek MT6739 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",5999,4
"Lenovo A5 (Gold, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB13.84 cm (5.45 inch) HD+ Display13MP Rear Camera , 8MP Front Camera4000 mAh BatteryMediaTek MT6739 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",6999,4.5
"Lenovo K9 (Black, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB14.48 cm (5.7 inch) HD+ Display13MP + 5MP , 13MP + 5MP Dual Front Camera3000 mAh BatteryMediaTek P22 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",7999,4
"Lenovo Phab 2 Plus (Gunmetal Grey, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 128 GB16.26 cm (6.4 inch) Full HD Display13MP + 13MP , 8MP Front Camera4050 mAh Li-Ion BatteryMediaTek (MTK 8783) Octa-Core Processor ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",14990,4.5
"Lenovo K8 Plus (Fine Gold, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 128 GB13.21 cm (5.2 inch) Full HD Display13MP + 5MP , 8MP Front Camera4000 mAh BatteryMediaTek MTK Helio P25 Octa Core 2.5 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",8499,4
"Lenovo K9 Note (Black, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.21 cm (5.99 inch) HD+ Display16MP + 2MP , 8MP Front Camera3760 mAh BatteryQualcomm Snapdragon SDM450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",9999,4
"Lenovo K9 Note (Gold, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.21 cm (5.99 inch) HD+ Display16MP + 2MP , 8MP Front Camera3760 mAh BatteryQualcomm Snapdragon SDM450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",9999,4
"Lenovo K9 (Blue, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB14.48 cm (5.7 inch) HD+ Display13MP + 5MP , 13MP + 5MP Dual Front Camera3000 mAh BatteryMediaTek P22 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",7999,4.5
